RCL,48,R2,false,6652,R3,false,SP1,false,0,0,0,0,0,0,false,0,false,HP,0,0,0,0,0,0,false,false,0,false,P,false,No Card
DBCS,49,R3,false,3527,R1,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,1,0,0,0,0,0,false,false,0,false,P,false,No Card
MOE,49,B3,false,10580,R1,false,SP1,true,0,0,0,0,0,0,false,0,false,HP,0,0,0,0,0,0,false,false,0,false,P,false,No Card
Pau,49,B2,false,10529,R2,false,SP1,false,0,0,0,0,0,0,false,0,false,None,0,0,0,0,0,0,false,false,0,false,P,false,No Card
ERC,49,R1,false,6606,R2,false,SP1,false,0,0,0,0,0,0,false,0,false,HP,0,0,0,0,0,0,false,false,0,false,No,false,No Card
RM,49,B1,false,4584,R3,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,1,0,0,7,0,0,false,false,0,false,P,false,No Card
RCL,49,CH,false,5705,R3,false,SP1,true,0,0,0,0,0,0,false,0,false,None,0,0,0,0,0,0,true,false,1,false,P,true,No Card
MOE,50,B3,false,6170,R2,false,SP1,true,0,0,0,0,0,0,false,0,false,HP,1,4,0,0,0,0,false,false,0,false,P,false,No Card
Pau,50,B2,false,6106,R1,false,SP1,true,0,0,0,0,0,0,false,0,true,Both,3,1,0,0,0,2,false,false,0,false,P,false,No Card
RCL,50,R2,false,4371,R1,false,SP1,true,0,0,0,0,0,0,false,0,false,HP,2,0,0,0,0,0,false,false,0,false,No,false,No Card
RM,50,B1,false,6017,R3,false,SP2,true,0,0,0,0,0,0,false,0,true,HP,0,1,4,1,0,0,false,false,0,false,P,false,No Card
MR,50,R3,false,8740,R2,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,0,0,0,0,0,0,true,false,0,false,P,false,No Card
ERC,50,R1,false,2283,R3,false,SP1,true,0,0,0,0,0,0,false,0,true,HP,0,0,0,0,2,0,false,false,0,false,Fc,false,No Card
MR,8741,R3,false,9301,R2,false,SP1,true,0,0,0,0,0,0,false,0,false,HP,6,0,0,0,0,0,false,false,0,false,P,false,No Card
MOE,51,B3,false,4010,R1,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,0,0,0,0,0,0,true,false,0,false,P,false,No Card
ERC,51,R1,false,5932,R3,false,SP1,true,0,0,0,0,0,0,false,0,false,HP,1,0,0,0,0,0,false,false,0,false,P,false,No Card
Pau,51,B2,false,3472,R2,false,SP1,true,0,0,0,1,0,0,false,0,false,None,0,0,1,3,0,0,false,false,0,false,No,false,No Card
RM,51,B1,true,7102,R3,false,SP1,true,0,0,0,0,0,0,false,0,true,HP,0,1,1,0,2,3,false,false,0,false,P,false,No Card
RCL,50,R2,false,8741,R1,false,SP2,true,0,0,0,0,0,0,false,0,true,None,0,0,0,0,0,0,true,false,0,false,P,false,No Card
MOE,52,B3,false,4977,R1,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,8,1,0,0,0,0,false,false,0,false,P,false,No Card
Pau,52,B2,false,4403,R3,false,SP1,true,0,0,0,0,0,0,false,0,true,HP,2,0,0,5,0,0,false,false,0,false,Sc,false,No Card
RCL,51,R2,false,3158,R1,false,SP1,true,1,0,0,0,0,0,false,0,false,HP,0,0,0,6,0,2,false,false,0,false,No,false,No Card
RCL,51,R2,false,3158,R1,false,SP1,true,1,0,0,0,0,0,false,0,false,HP,0,0,0,6,0,2,false,false,0,false,No,false,No Card
RCL,51,R2,false,3158,R1,false,SP1,true,1,0,0,0,0,0,false,0,false,HP,0,0,0,6,0,2,false,false,0,false,No,false,No Card
VSML,52,B1,true,4731,R2,false,SP1,true,0,0,0,0,0,0,false,0,false,Both,2,1,0,0,0,4,false,false,0,false,No,false,No Card
MR,52,R3,false,4775,R3,false,SP1,true,0,0,0,0,0,0,false,0,false,HP,1,2,0,0,0,0,false,false,0,false,No,false,No Card
ERC,52,R1,false,6647,R2,false,SP1,true,0,0,1,0,0,0,false,0,true,HP,0,2,5,0,0,1,false,false,0,false,P,false,No Card
MOE,53,B3,false,7421,R1,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,1,1,3,4,0,0,false,false,0,false,P,false,No Card
MOE,53,B3,false,7421,R1,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,1,1,3,4,0,0,false,false,0,false,P,false,No Card
VSML,53,B1,true,6652,R2,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,0,0,0,0,0,0,false,false,0,false,No,false,No Card
Pau,53,B2,false,3933,R3,false,SP1,true,0,0,0,0,0,0,false,0,true,Both,0,0,1,0,0,7,false,false,0,false,P,false,No Card
RCL,56,R2,false,6676,R1,false,SP2,true,0,0,0,0,0,0,false,0,false,HP,0,2,1,0,0,0,false,false,0,false,No,false,No Card
ERC,53,R1,false,3526,R3,false,SP2,true,0,0,0,0,0,0,false,0,true,HP,0,1,6,0,0,0,false,false,0,false,P,false,No Card
